total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,date_of_birth,age,gender,nation,group,bw,category,dq,old_classes,event_id,event,date,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,VEKUA Irakli,17237,2007-03-02,16.3,M,GEO,A,144.15,+102 kg Men,0,0,578,European Youth Championships,2023-07-01,139,144,147,147,172,174,187,187,334
2,4,2,DARSAVELIDZE Givi,3981,2007-10-23,15.7,M,GEO,A,124.05,+102 kg Men,0,0,578,European Youth Championships,2023-07-01,133,137,-138,137,160,170,173,173,310
3,5,3,HOLOVANOV Vladyslav,6815,2007-10-15,15.7,M,UKR,A,130.7,+102 kg Men,0,0,578,European Youth Championships,2023-07-01,129,-133,-133,129,162,-171,171,171,300
4,3,4,GEORGIEV Angel,5657,2006-07-25,16.9,M,BUL,A,136.5,+102 kg Men,0,0,578,European Youth Championships,2023-07-01,133,-138,138,138,161,-170,-170,161,299
5,6,5,PIOTROWSKI Wojciech Mateusz,13154,2006-05-04,17.2,M,POL,A,124.3,+102 kg Men,0,0,578,European Youth Championships,2023-07-01,128,-133,-133,128,145,150,156,156,284
6,7,6,DIUDIA Vladyslav,4382,2006-08-12,16.9,M,UKR,A,109.6,+102 kg Men,0,0,578,European Youth Championships,2023-07-01,118,-123,-124,118,143,150,154,154,272
7,8,7,HORVAT Filip,6857,2007-09-20,15.8,M,SVK,A,107.05,+102 kg Men,0,0,578,European Youth Championships,2023-07-01,100,105,-110,105,127,-132,133,133,238
NA,2,NA,MKRTCHYAN Gagik,11037,2007-02-02,16.4,M,ARM,A,140.55,+102 kg Men,0,0,578,European Youth Championships,2023-07-01,135,140,-144,140,-171,-171,-171,NA,NA
1,1,1,SUREN Tuana,16066,2006-05-01,17.2,W,TUR,A,93.05,+81 kg Women,0,0,578,European Youth Championships,2023-07-01,95,100,105,105,120,130,-135,130,235
2,2,2,KALASHNYK Hanna,7810,2006-08-22,16.9,W,UKR,A,90.55,+81 kg Women,0,0,578,European Youth Championships,2023-07-01,83,86,90,90,110,115,-121,115,205
3,3,3,KOZAK Sofiia,8784,2007-10-19,15.7,W,UKR,A,85.1,+81 kg Women,0,0,578,European Youth Championships,2023-07-01,80,84,-87,84,-103,103,-111,103,187
4,4,4,MACHNIEWSKA Julia Lena,9972,2007-02-12,16.4,W,POL,A,87,+81 kg Women,0,0,578,European Youth Championships,2023-07-01,75,79,-81,79,-98,98,102,102,181
5,5,5,CANEDO OTERO Paula,2915,2006-02-07,17.4,W,ESP,A,81.65,+81 kg Women,0,0,578,European Youth Championships,2023-07-01,76,78,-81,78,97,100,-103,100,178
1,1,1,ADAMIA Saba,249,2006-05-31,17.1,M,GEO,A,99.05,102 kg Men,0,0,578,European Youth Championships,2023-07-01,136,140,143,143,168,173,177,177,320
2,2,2,ZIOLKOWSKI Marcin,18400,2006-10-27,16.7,M,POL,A,96.3,102 kg Men,0,0,578,European Youth Championships,2023-07-01,135,139,142,142,161,167,172,172,314
3,3,3,MARGARYAN Ashot,10297,2006-11-01,16.7,M,ARM,A,100.9,102 kg Men,0,0,578,European Youth Championships,2023-07-01,135,141,-144,141,167,171,-176,171,312
4,4,4,SAHRADYAN Rustam,14524,2006-04-26,17.2,M,ARM,A,100.75,102 kg Men,0,0,578,European Youth Championships,2023-07-01,133,138,-142,138,160,167,-172,167,305
5,5,6,MARGULIS Yanush,10301,2006-02-04,17.4,M,ISR,A,96.35,102 kg Men,0,0,578,European Youth Championships,2023-07-01,-122,125,131,131,150,-160,-161,150,281
6,7,5,SCHWARZER Constantin Alois,14967,2007-06-12,16.1,M,GER,A,100.25,102 kg Men,0,0,578,European Youth Championships,2023-07-01,119,124,-128,124,145,150,155,155,279
7,6,7,TYUKODI Andras,16893,2006-04-17,17.2,M,HUN,A,99.75,102 kg Men,0,0,578,European Youth Championships,2023-07-01,120,125,130,130,148,-155,-155,148,278
8,8,8,JABKIEWICZ Oliver,7337,2007-05-22,16.1,M,POL,A,100.05,102 kg Men,0,0,578,European Youth Championships,2023-07-01,-120,120,-125,120,135,-140,140,140,260
9,9,10,SARGU Andrei,14835,2007-04-21,16.2,M,MDA,A,96.6,102 kg Men,0,0,578,European Youth Championships,2023-07-01,105,110,115,115,137,-146,-146,137,252
10,10,9,MATEJKA Jan,10492,2007-12-30,15.5,M,CZE,A,100.85,102 kg Men,0,0,578,European Youth Championships,2023-07-01,102,-106,107,107,-140,-140,140,140,247
1,1,1,SAHIN Yagmur Melek,14520,2006-12-27,16.5,W,TUR,A,39.7,40 kg Women,0,0,578,European Youth Championships,2023-07-01,50,-56,56,56,63,68,71,71,127
2,3,2,WALESA Julia Wiktoria,17481,2007-02-13,16.4,W,POL,A,39.65,40 kg Women,0,0,578,European Youth Championships,2023-07-01,38,41,-43,41,48,51,54,54,95
3,4,3,AMROYAN Yughaber,1135,2008-12-08,14.6,W,ARM,A,39.3,40 kg Women,0,0,578,European Youth Championships,2023-07-01,35,-40,40,40,47,-51,-51,47,87
NA,2,NA,ANTUNES Joana,1272,2008-01-30,15.4,W,POR,A,36.25,40 kg Women,0,0,578,European Youth Championships,2023-07-01,-40,-42,43,43,-45,-47,-48,NA,NA
1,1,1,KILIC Ezgi,8329,2006-10-14,16.7,W,TUR,A,44.85,45 kg Women,0,0,578,European Youth Championships,2023-07-01,-62,62,-66,62,72,76,-78,76,138
2,2,2,"NAUMOVA Sofiia",11766,2006-02-17,17.4,W,UKR,A,44.5,45 kg Women,0,0,578,European Youth Championships,2023-07-01,55,57,59,59,65,-68,-70,65,124
3,3,3,HAWRYLO Lidia,6530,2006-10-18,16.7,W,POL,A,44.6,45 kg Women,0,0,578,European Youth Championships,2023-07-01,50,53,-55,53,60,63,65,65,118
4,4,4,BREUER Amelie Leni,2557,2007-05-22,16.1,W,GER,A,43.9,45 kg Women,0,0,578,European Youth Championships,2023-07-01,46,49,52,52,56,60,64,64,116
5,5,5,CURMI INGUANEZ Kaya,3850,2007-12-06,15.6,W,MLT,A,44.15,45 kg Women,0,0,578,European Youth Championships,2023-07-01,49,-51,51,51,60,63,-66,63,114
6,6,6,IVANOVA Aleksandra,7313,2007-07-16,16,W,BUL,A,44.95,45 kg Women,0,0,578,European Youth Championships,2023-07-01,40,-43,-43,40,50,53,-55,53,93
1,2,1,ZARKOV Dzhan,18237,2006-05-08,17.1,M,BUL,A,48.55,49 kg Men,0,0,578,European Youth Championships,2023-07-01,-79,80,-82,80,100,103,107,107,187
2,1,2,PILATO Ettore Antonio,13125,2007-10-17,15.7,M,ITA,A,48.85,49 kg Men,0,0,578,European Youth Championships,2023-07-01,79,81,-85,81,98,101,105,105,186
3,3,4,DAVTYAN Karlen,4051,2006-07-23,16.9,M,ARM,A,48.7,49 kg Men,0,0,578,European Youth Championships,2023-07-01,77,-80,80,80,97,101,-105,101,181
4,4,3,SARGSYAN Volodya,14833,2007-11-09,15.6,M,ARM,A,48.85,49 kg Men,0,0,578,European Youth Championships,2023-07-01,-79,79,-81,79,96,-102,102,102,181
5,5,5,STANCU Cristian Florin,15816,2006-03-03,17.3,M,ROU,A,48.6,49 kg Men,0,0,578,European Youth Championships,2023-07-01,70,-73,73,73,88,95,-98,95,168
6,7,7,BAJCI Lubomir,1765,2007-03-20,16.3,M,SVK,A,48.7,49 kg Men,0,0,578,European Youth Championships,2023-07-01,52,56,60,60,-67,67,-71,67,127
NA,6,NA,GOMEZ MARTINEZ Oscar,5845,2006-08-24,16.9,M,ESP,A,48.45,49 kg Men,0,0,578,European Youth Championships,2023-07-01,72,-75,-77,72,-95,-95,-95,NA,NA
NA,NA,6,DOROBETE Ion Daniel,4478,2007-11-18,15.6,M,ROU,A,48.2,49 kg Men,0,0,578,European Youth Championships,2023-07-01,-80,-80,-80,NA,90,95,-100,95,NA
1,1,1,GONZALEZ BORREGO Lucia,5882,2007-01-15,16.5,W,ESP,A,48.55,49 kg Women,0,0,578,European Youth Championships,2023-07-01,68,70,73,73,88,-91,-91,88,161
2,2,4,ANGELINI Tina Maria Luisa,1219,2006-03-03,17.3,W,ITA,A,48.45,49 kg Women,0,0,578,European Youth Championships,2023-07-01,64,-69,-71,64,-72,72,75,75,139
3,5,2,SANAY Leyla,14680,2006-06-19,17,W,TUR,A,48.05,49 kg Women,0,0,578,European Youth Championships,2023-07-01,58,61,-64,61,73,76,78,78,139
4,4,3,TURKUSEVER Suna,16865,2006-10-02,16.7,W,TUR,A,48.85,49 kg Women,0,0,578,European Youth Championships,2023-07-01,60,62,-64,62,73,75,-78,75,137
5,3,5,POPESCU Alina,13292,2006-11-18,16.6,W,MDA,A,48.65,49 kg Women,0,0,578,European Youth Championships,2023-07-01,58,-61,63,63,68,73,-76,73,136
6,6,6,MARINIUC Mariana,10327,2007-10-15,15.7,W,MDA,A,48.9,49 kg Women,0,0,578,European Youth Championships,2023-07-01,57,-60,-60,57,-65,65,-68,65,122
7,7,8,SEYNAEVE Elle,15142,2007-12-18,15.5,W,BEL,B,48.6,49 kg Women,0,0,578,European Youth Championships,2023-07-01,48,50,52,52,-58,58,60,60,112
8,8,7,ALMYROUDI STROUMPOU Anna Dafni,931,2007-03-30,16.3,W,GRE,B,48.65,49 kg Women,0,0,578,European Youth Championships,2023-07-01,-48,-48,48,48,57,60,-62,60,108
1,3,1,AYKUN Burak,1643,2006-09-22,16.8,M,TUR,A,54.7,55 kg Men,0,0,578,European Youth Championships,2023-07-01,95,-98,98,98,120,125,130,130,228
2,1,2,OSMANOV Amin,12448,2006-12-21,16.5,M,AZE,A,54.7,55 kg Men,0,0,578,European Youth Championships,2023-07-01,92,97,99,99,114,117,-121,117,216
3,2,4,SIMEONOV Nino Violetov,15439,2007-04-10,16.2,M,BUL,A,54.6,55 kg Men,0,0,578,European Youth Championships,2023-07-01,95,98,-100,98,-113,113,116,116,214
4,4,3,PAPOLTI Narcis,12723,2007-02-09,16.4,M,ROU,A,54.55,55 kg Men,0,0,578,European Youth Championships,2023-07-01,90,-96,96,96,113,116,-119,116,212
5,6,5,DONCHEV Dimitar,4450,2007-10-12,15.7,M,BUL,A,54.65,55 kg Men,0,0,578,European Youth Championships,2023-07-01,83,87,-90,87,100,104,-110,104,191
6,5,6,DANILOV Gabriel,3961,2007-01-22,16.4,M,MDA,A,54.15,55 kg Men,0,0,578,European Youth Championships,2023-07-01,84,88,-90,88,96,100,-104,100,188
7,7,7,TOMASZEWSKI Maciej,16611,2007-01-02,16.5,M,POL,A,54.95,55 kg Men,0,0,578,European Youth Championships,2023-07-01,80,-84,84,84,95,-98,98,98,182
